	seqid	start	end	strand	length	motherlength	neighbor_gene	flag	distance	correlation	transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_transcription	same_strand
head10686	SM_V7_6	12718933	12719033	+	100	443	Smp_345060	olap	0.0		2.0779384603262967	0.0	12714929.0	12720390.0	+	5461	1.371187077146442	True
head10688	SM_V7_3	12722848	12722948	-	100	793	Smp_194680	olap	0.0		2.990179666228757	0.0	12708283.0	12733336.0	-	25053	10.574733758860813	True
head10694	SM_V7_3	12739731	12739831	+	100	426	Smp_247260	dir	1580.0		0.6136197129259944	0.0	12741411.0	12822774.0	+	81363	1.4953594499767358	True
head10707	SM_V7_3	12758333	12758433	-	100	149	Smp_247260	olap	0.0		0.3068098564629972	0.0	12741411.0	12822774.0	+	81363	1.4953594499767358	False
head10716	SM_V7_7	12783841	12783941	-	100	111	Smp_134490	olap	0.0		0.0	0.0	12754436.0	12791697.0	+	37261	0.1031798678891982	False
head10724	SM_V7_2	12793740	12793840	-	100	850	Smp_343910	olap	0.0	0.313550117306	29.045975741425764	0.0	12786401.0	12805746.0	-	19345	15.629181475513175	True
head10727	SM_V7_7	12800014	12800114	-	100	1779	Smp_134480	olap	0.0	-0.171195608048	5.81272240854573	0.0	12799116.0	12811120.0	+	12004	15.421437014554126	False
head10733	SM_V7_1	12814314	12814414	-	100	279	Smp_003440	dir	5522.0		0.0	0.0	12819936.0	12849870.0	+	29934	0.6462508657304024	False
head10735	SM_V7_7	12813865	12813965	-	100	1060	Smp_134480	esq	2745.0		0.0	0.0	12799116.0	12811120.0	+	12004	15.421437014554126	False
head10738	SM_V7_2	12823598	12823698	+	100	3183	Smp_343910	esq	17852.0		0.0	0.0	12786401.0	12805746.0	-	19345	15.629181475513175	False
head10740	SM_V7_4	12823182	12823282	-	100	425	Smp_329250	esq	12857.0		0.3068098564629972	0.0	12788818.0	12810325.0	+	21507	2.741226162066176	False
head10756	SM_V7_2	12847894	12847994	-	100	105	Smp_242200	dir	4896.0		0.0	0.0	12852890.0	12892991.0	+	40101	0.309243544442554	False
head10757	SM_V7_1	12849809	12849909	-	100	222	Smp_003440	olap	0.0		2.722305485995868	0.0	12819936.0	12849870.0	+	29934	0.6462508657304024	False
head10761	SM_V7_5	12867575	12867675	-	100	1005	Smp_345480	olap	0.0		0.0	0.0	12857729.0	12880844.0	-	23115	0.4366332072948732	True
head10769	SM_V7_1	12876765	12876865	+	100	380	Smp_003440	esq	26895.0		0.0	0.0	12819936.0	12849870.0	+	29934	0.6462508657304024	True
head10773	SM_V7_2	12881270	12881370	-	100	358	Smp_242200	olap	0.0	0.20763922217300002	9.504561308949986	0.0	12852890.0	12892991.0	+	40101	0.309243544442554	False
head10774	SM_V7_4	12887157	12887257	-	100	1349	Smp_038630	dir	3151.0		0.0		12890408.0	12893210.0	+	2802	47.879203813963784	False
head10779	SM_V7_ZW	12899220	12899320	+	100	783	Smp_169580	olap	0.0	0.6836616051090001	18.32445285164377	0.0	12896238.0	12907938.0	-	11700	12.99494915374556	False
head1078	SM_V7_U004	44581	44681	-	100	515	Smp_328760	esq	21978.0		1.5318561999667606	11.0	22026.0	22603.0	+	577	0.29381713818560595	False
head10784	SM_V7_4	12907477	12907577	+	100	613	Smp_340730	olap	0.0	0.342508986994	4.588320485582463	0.0	12893258.0	12915256.0	+	21998	11.389033140646006	True
head10790	SM_V7_2	12908861	12908961	-	100	791	Smp_242200	esq	15870.0		0.0	0.0	12852890.0	12892991.0	+	40101	0.309243544442554	False
head10793	SM_V7_2	12914265	12914365	+	100	336	Smp_146060	dir	14615.0		0.0	7.0	12928980.0	12984610.0	+	55630	30.33005126549557	True
head10799	SM_V7_1	12934104	12934204	-	100	173	Smp_321620	dir	9175.0		0.6136197129259944	0.0	12943379.0	12967682.0	-	24303	21.840066776899423	True
head10805	SM_V7_3	12941271	12941371	-	100	227	Smp_201940	esq	3611.0	0.9986653477040001	107.00515471969057	0.0	12937502.0	12937660.0	+	158	100.3021443407722	False
head10806	SM_V7_6	12943871	12943971	-	100	89	Smp_331550	dir	38189.0		0.0	0.0	12982160.0	12982755.0	-	595	10.66194134322186	True
head10807	SM_V7_7	12945757	12945857	+	100	357	Smp_134470	olap	0.0	0.24066127503100002	4.383920519986192	0.0	12860030.0	12948472.0	-	88442	4.281332723313109	False
head10813	SM_V7_3	12949927	12950027	-	100	3187	Smp_201940	esq	12267.0		0.0	0.0	12937502.0	12937660.0	+	158	100.3021443407722	False
head1082	SM_V7_ZWU004	46396	46496	+	100	317	Smp_316450	olap	0.0		0.0	1.0	42467.0	55982.0	-	13515	0.19742865228948422	False
head1083	SM_V7_5H010	43017	43117	-	100	3184	Smp_331040	olap	0.0		0.3068098564629972	0.0	21306.0	56925.0	+	35619	0.2932466065929606	False
head10838	SM_V7_7	12991059	12991159	+	100	513	Smp_203330	esq	16080.0		4.190414455675226	0.0	12974722.0	12974979.0	-	257	1.0855775034065633	False
head10842	SM_V7_3	12995487	12995587	+	100	413	Smp_201940	esq	57827.0	-0.40434689914800004	58.96875757453754	0.0	12937502.0	12937660.0	+	158	100.3021443407722	True
head10843	SM_V7_3	12995799	12995899	+	100	197	Smp_201940	esq	58139.0	-0.205931276697	11.77577726193978	0.0	12937502.0	12937660.0	+	158	100.3021443407722	True
head1086	SM_V7_5H010	46873	46973	-	100	61	Smp_331040	olap	0.0		0.0	1.0	21306.0	56925.0	+	35619	0.2932466065929606	False
head10860	SM_V7_3	13009904	13010004	-	100	453	Smp_201940	esq	72244.0		10.808703977591852	0.0	12937502.0	12937660.0	+	158	100.3021443407722	False
head10868	SM_V7_4	13022149	13022249	-	100	166	Smp_343590	dir	6301.0		0.0	0.0	13028550.0	13048804.0	-	20254	1.9556035778627943	True
head10871	SM_V7_1	13029613	13029713	+	100	239	Smp_337440	olap	0.0	-0.0559652128852	7.553997332112344	0.0	13001826.0	13136220.0	+	134394	18.502366941822007	True
head10876	SM_V7_6	13040630	13040730	+	100	3183	Smp_331560	dir	5084.0		2.3398744033856005	0.0	13045814.0	13050666.0	-	4852	0.2103455449692797	False
head10881	SM_V7_3	13042538	13042638	-	100	331	Smp_201940	esq	104878.0		0.3068098564629972	0.0	12937502.0	12937660.0	+	158	100.3021443407722	False
head10886	SM_V7_2	13048182	13048282	-	100	258	Smp_208000	olap	0.0		2.6833698097657592	0.0	13045820.0	13088036.0	-	42216	2.261817428515246	True
head10897	SM_V7_7	13057835	13057935	+	100	563	Smp_166660	olap	0.0		0.3068098564629972	0.0	13041886.0	13060741.0	+	18855	1.4094194381026797	True
head10898	SM_V7_6	13059391	13059491	+	100	290	Smp_156780	dir	1210.0		2.3416034406528787	1.0	13060701.0	13072599.0	-	11898	0.6293575967631928	False
head1091	SM_V7_5H005	47066	47166	-	100	628	Smp_328820	olap	0.0		0.0	1.0	45816.0	71222.0	-	25406	0.1027232094683846	True
head10915	SM_V7_1	13086176	13086276	-	100	3183	Smp_337440	olap	0.0	-0.330326791673	8.141543038037913	0.0	13001826.0	13136220.0	+	134394	18.502366941822007	False
head1092	SM_V7_W019	44683	44783	-	100	3082	Smp_045040	esq	1065.0		3.2190706242905387	0.0	31806.0	43618.0	+	11812	10.907939023083426	False
head10920	SM_V7_3	13099202	13099302	-	100	293	Smp_052870	dir	151652.0		0.8855643019316499	0.0	13250954.0	13261930.0	-	10976	29.23535484241695	True
head10925	SM_V7_2	13109670	13109770	+	100	410	Smp_146100	olap	0.0		2.069750096839765	0.0	13101570.0	13140423.0	+	38853	8.331182111719563	True
head10931	SM_V7_4	13133232	13133332	+	100	494	Smp_038680	esq	9880.0	0.907681363468	9.1017712032566	0.0	13116578.0	13123352.0	+	6774	37.50824274151828	True
head10944	SM_V7_4	13157965	13158065	-	100	383	Smp_143190	olap	0.0		1.1493205274507736	0.0	13144718.0	13166632.0	+	21914	0.5195644083537495	False
head10948	SM_V7_4	13172111	13172211	+	100	2360	Smp_143190	esq	5479.0		0.0	0.0	13144718.0	13166632.0	+	21914	0.5195644083537495	True
head1095	SM_V7_5H007	48514	48614	+	100	205	Smp_328880	esq	28271.0		0.0	8.0	15856.0	20243.0	+	4387	0.027911227479149266	True
head10954	SM_V7_ZW	13179687	13179787	-	100	351	Smp_164880	olap	0.0	-0.042667684097999994	8.219129774047914	0.0	13166040.0	13259167.0	+	93127	9.019371173973418	False
head10969	SM_V7_1	13219238	13219338	-	100	866	Smp_003340	olap	0.0	0.20681223735800003	5.844863953727021	0.0	13200227.0	13232383.0	+	32156	9.025500726655707	False
head1097	SM_V7_5H012	48757	48857	+	100	245	Smp_318610	esq	12955.0		0.0	0.0	35349.0	35802.0	-	453	0.3608227659985089	False
head10973	SM_V7_6	13235921	13236021	+	100	65	Smp_334780	olap	0.0		0.0	0.0	13208412.0	13283269.0	-	74857	0.637554959860249	False
head10974	SM_V7_6	13242279	13242379	-	100	63	Smp_334780	olap	0.0		0.0	2.0	13208412.0	13283269.0	-	74857	0.637554959860249	True
head10985	SM_V7_7	13270102	13270202	+	100	946	Smp_337820	olap	0.0		0.0	0.0	13263795.0	13272392.0	+	8597	0.05214735463453398	True
head10989	SM_V7_6	13277423	13277523	-	100	377	Smp_334780	olap	0.0		0.0	0.0	13208412.0	13283269.0	-	74857	0.637554959860249	True
head1099	SM_V7_W011	48272	48372	-	100	223	Smp_308070	dir	10435.0		0.0	1.0	58807.0	62862.0	-	4055	0.0	True
head10993	SM_V7_1	13290134	13290234	+	100	515	Smp_123920	olap	0.0		0.0	0.0	13281561.0	13291943.0	-	10382	0.48454005757733676	False
head10995	SM_V7_1	13295797	13295897	-	100	1410	Smp_003300	dir	1530.0		1.2847414152775667	0.0	13297427.0	13308075.0	+	10648	0.0108706695242046	False
head10997	SM_V7_4	13301302	13301402	+	100	225	Smp_334090	esq	15202.0		0.6136197129259944	0.0	13244976.0	13286100.0	-	41124	163.4493681382633	False
head1100	SM_V7_2H011	45339	45439	-	100	3177	Smp_334870	esq	497.0		0.0	0.0	33978.0	44842.0	-	10864	0.37119423818399616	True
head11009	SM_V7_4	13326650	13326750	+	100	200	Smp_334090	esq	40550.0		0.5366544084066698	1.0	13244976.0	13286100.0	-	41124	163.4493681382633	False
head11010	SM_V7_6	13326901	13327001	+	100	391	Smp_334780	esq	43632.0		0.5793352394621382	0.0	13208412.0	13283269.0	-	74857	0.637554959860249	False
head11011	SM_V7_4	13326600	13326700	-	100	340	Smp_334090	esq	40500.0		2.3765599533027624	1.0	13244976.0	13286100.0	-	41124	163.4493681382633	True
head11015	SM_V7_4	13335465	13335565	+	100	474	Smp_334090	esq	49365.0		6.28716918892051	0.0	13244976.0	13286100.0	-	41124	163.4493681382633	False
head11022	SM_V7_4	13344851	13344951	-	100	355	Smp_334090	esq	58751.0		12.168245002051545	0.0	13244976.0	13286100.0	-	41124	163.4493681382633	True
head11024	SM_V7_5	13346539	13346639	+	100	147	Smp_043650	dir	9313.0		0.0	0.0	13355952.0	13376189.0	+	20237	4.010732166486216	True
head11025	SM_V7_1	13346296	13346396	-	100	383	Smp_003280	olap	0.0		0.0	0.0	13340834.0	13392010.0	+	51176	0.32654747047275573	False
head1103	SM_V7_U003	48178	48278	-	100	594	Smp_331960	olap	0.0		0.0	0.0	43924.0	57912.0	-	13988	0.6795036177572588	True
head11031	SM_V7_6	13355348	13355448	+	100	545	Smp_334790	dir	43720.0		0.0	0.0	13399168.0	13429789.0	-	30621	0.6069901325058941	False
head11034	SM_V7_4	13357029	13357129	-	100	118	Smp_168520	dir	47770.0		0.3068098564629972	0.0	13404899.0	13459780.0	-	54881	13.121821850008923	True
head11036	SM_V7_6	13363590	13363690	+	100	925	Smp_334790	dir	35478.0		0.0	0.0	13399168.0	13429789.0	-	30621	0.6069901325058941	False
head11044	SM_V7_6	13376090	13376190	-	100	61	Smp_334790	dir	22978.0		0.5366544084066698	0.0	13399168.0	13429789.0	-	30621	0.6069901325058941	True
head11045	SM_V7_3	13377088	13377188	+	100	702	Smp_052890	olap	0.0	0.288248294357	10.935698159028137	0.0	13362494.0	13380432.0	+	17938	8.419250327247047	True
head11046	SM_V7_6	13380076	13380176	-	100	120	Smp_334790	dir	18992.0		0.7154416389563085	0.0	13399168.0	13429789.0	-	30621	0.6069901325058941	True
head11048	SM_V7_4	13382823	13382923	+	100	620	Smp_168520	dir	21976.0	0.681910396841	4.774808916624135	0.0	13404899.0	13459780.0	-	54881	13.121821850008923	False
head11049	SM_V7_5	13384046	13384146	+	100	211	Smp_043650	esq	7857.0		0.5366544084066698	0.0	13355952.0	13376189.0	+	20237	4.010732166486216	True
head11058	SM_V7_1	13395691	13395791	-	100	3186	Smp_003280	esq	3681.0		0.0	1.0	13340834.0	13392010.0	+	51176	0.32654747047275573	False
head11065	SM_V7_4	13407614	13407714	-	100	167	Smp_168520	olap	0.0		1.1493205274507736	0.0	13404899.0	13459780.0	-	54881	13.121821850008923	True
head11071	SM_V7_5	13417865	13417965	+	100	191	Smp_145680	dir	5406.0		0.8366060652255124	0.0	13423371.0	13476118.0	-	52747	12.976984819482032	False
head11077	SM_V7_ZW	13435890	13435990	+	100	3191	Smp_336830	olap	0.0		3.573236349350295	0.0	13423709.0	13463891.0	-	40182	2.0034877952883745	False
head1108	SM_V7_ZWH004	49701	49801	+	100	514	Smp_329890	olap	0.0		0.0	11.0	49706.0	53289.0	+	3583	0.0	True
head11088	SM_V7_7	13456113	13456213	-	100	1184	Smp_166730	dir	17520.0		0.0	0.0	13473733.0	13476007.0	+	2274	0.0	False
head11094	SM_V7_7	13466155	13466255	+	100	658	Smp_166730	dir	7478.0		0.0	0.0	13473733.0	13476007.0	+	2274	0.0	True
head11098	SM_V7_2	13476477	13476577	-	100	3183	Smp_125490	olap	0.0		1.2847414152775667	0.0	13463305.0	13555091.0	+	91786	0.5053136945671229	False
head1110	SM_V7_7H001	50213	50313	+	100	551	Smp_307590	olap	0.0		0.0	1.0	1135.0	74222.0	-	73087	0.6323089981440202	False
head11109	SM_V7_3	13499184	13499284	+	100	160	Smp_247230	olap	0.0		2.1769865100149004	0.0	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11113	SM_V7_7	13502176	13502276	+	100	149	Smp_337810	dir	24891.0		0.0	0.0	13527167.0	13530299.0	+	3132	0.0195919448571518	True
head11114	SM_V7_1	13506372	13506472	+	100	711	Smp_003230	esq	30227.0		0.5111257477096529	0.0	13459447.0	13476145.0	+	16698	3.5785566795466655	True
head11116	SM_V7_2	13507283	13507383	-	100	202	Smp_125490	olap	0.0		0.5366544084066698	0.0	13463305.0	13555091.0	+	91786	0.5053136945671229	False
head11119	SM_V7_6	13509296	13509396	-	100	377	Smp_005330	dir	20528.0		0.3068098564629972	0.0	13529924.0	13554802.0	+	24878	10.390770702226627	False
head11121	SM_V7_5	13520438	13520538	+	100	273	Smp_043610	olap	0.0	0.444317849256	12.809116704851101	0.0	13517876.0	13536771.0	-	18895	26.359313254599584	False
head11122	SM_V7_1	13520904	13521004	+	100	377	Smp_123860	dir	24154.0		0.6423707076387833	0.0	13545158.0	13583304.0	-	38146	0.35124445488742495	False
head11127	SM_V7_1	13527067	13527167	-	100	193	Smp_123860	dir	17991.0		0.0	0.0	13545158.0	13583304.0	-	38146	0.35124445488742495	True
head11133	SM_V7_6	13542456	13542556	-	100	3183	Smp_005330	olap	0.0	-0.289497283924	3.9075448093948966	0.0	13529924.0	13554802.0	+	24878	10.390770702226627	False
head11135	SM_V7_3	13546938	13547038	+	100	324	Smp_247230	esq	22228.0		0.3068098564629972	0.0	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11144	SM_V7_3	13565354	13565454	+	100	313	Smp_247230	esq	40644.0		0.3068098564629972	0.0	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11145	SM_V7_7	13567577	13567677	+	100	658	Smp_166740	olap	0.0		0.0	0.0	13556516.0	13568582.0	+	12066	0.1269232028695586	True
head11155	SM_V7_3	13580480	13580580	+	100	220	Smp_247230	esq	55770.0		0.0	0.0	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11157	SM_V7_3	13591947	13592047	-	100	500	Smp_247230	esq	67237.0		0.0	0.0	13435788.0	13524710.0	-	88922	11.21212680256119	True
head11159	SM_V7_6	13595885	13595985	+	100	462	Smp_342100	dir	920.0		4.215267826525712	0.0	13596905.0	13608930.0	-	12025	3.3559086129680056	False
head1116	SM_V7_5H004	50547	50647	+	100	208					0.0	1.0						False
head11160	SM_V7_3	13596704	13596804	+	100	457	Smp_247230	esq	71994.0		0.0	0.0	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11162	SM_V7_4	13603175	13603275	+	100	3186	Smp_211060	olap	0.0		1.566140673430617	0.0	13567002.0	13605690.0	-	38688	2.444754038231597	False
head11166	SM_V7_4	13608806	13608906	-	100	193	Smp_211050	olap	0.0		1.1493205274507736	0.0	13607078.0	13632530.0	-	25452	13.520608815100639	True
head11172	SM_V7_3	13612265	13612365	+	100	1154	Smp_247230	esq	87555.0		0.0	0.0	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11175	SM_V7_7	13614884	13614984	-	100	616	Smp_318370	esq	37596.0		0.0	0.0	13573433.0	13577288.0	+	3855	0.015917502280829946	False
head11179	SM_V7_1	13622481	13622581	+	100	1102	Smp_123850	esq	7699.0		4.205404422628985	0.0	13601754.0	13614782.0	-	13028	0.019589323790473782	False
head1118	SM_V7_4	51011	51111	+	100	412	Smp_317460	dir	2585.0		0.0	1.0	53696.0	67461.0	-	13765	0.025168354732459035	False
head11188	SM_V7_3	13638673	13638773	-	100	638	Smp_150500	dir	100766.0		0.2043158912466557	0.0	13739539.0	13759975.0	-	20436	35.06550303362684	True
head11190	SM_V7_3	13641888	13641988	-	100	263	Smp_150500	dir	97551.0		0.5111257477096529	0.0	13739539.0	13759975.0	-	20436	35.06550303362684	True
head11194	SM_V7_3	13649974	13650074	+	100	202	Smp_150500	dir	89465.0		1.5312754059732752	0.0	13739539.0	13759975.0	-	20436	35.06550303362684	False
head11201	SM_V7_3	13660273	13660373	-	100	209	Smp_150500	dir	79166.0		0.0	0.0	13739539.0	13759975.0	-	20436	35.06550303362684	True
head11207	SM_V7_5	13665445	13665545	+	100	501	Smp_043570	olap	0.0		1.4306150679299319	0.0	13640178.0	13682731.0	-	42553	2.3029794710320397	False
head11210	SM_V7_2	13673435	13673535	-	100	807	Smp_125510	olap	0.0		1.1493205274507736	0.0	13658168.0	13741142.0	-	82974	1.6441401903134558	True
head11213	SM_V7_3	13677158	13677258	-	100	554	Smp_150500	dir	62281.0		0.0	0.0	13739539.0	13759975.0	-	20436	35.06550303362684	True
head11218	SM_V7_3	13683148	13683248	+	100	217	Smp_150500	dir	56291.0		1.2559904205647778	0.0	13739539.0	13759975.0	-	20436	35.06550303362684	False
head11220	SM_V7_3	13687805	13687905	+	100	589	Smp_150500	dir	51634.0	0.606303539001	4.454561165684512	0.0	13739539.0	13759975.0	-	20436	35.06550303362684	False
head11224	SM_V7_3	13695230	13695330	-	100	1255	Smp_150500	dir	44209.0		1.1493205274507736	0.0	13739539.0	13759975.0	-	20436	35.06550303362684	True
head11230	SM_V7_3	13702474	13702574	+	100	236	Smp_150500	dir	36965.0		1.562800277027775	0.0	13739539.0	13759975.0	-	20436	35.06550303362684	False
head11234	SM_V7_4	13702917	13703017	-	100	559	Smp_329260	esq	6901.0		3.4479615823523204	0.0	13689524.0	13696016.0	+	6492	0.05798666343464611	False
head1124	SM_V7_1H003	54071	54171	+	100	2753	Smp_331090	olap	0.0		0.0	1.0	24883.0	56802.0	-	31919	0.7123172178387736	False
head11246	SM_V7_5	13724364	13724464	-	100	629	Smp_044750	olap	0.0		0.5438891780113111	0.0	13694045.0	13753717.0	+	59672	9.350402588015658	False
head11251	SM_V7_2	13734683	13734783	+	100	208	Smp_125510	olap	0.0		0.27194458900565555	0.0	13658168.0	13741142.0	-	82974	1.6441401903134558	False
head11253	SM_V7_2	13736153	13736253	+	100	159	Smp_125510	olap	0.0		3.0140826938578558	0.0	13658168.0	13741142.0	-	82974	1.6441401903134558	False
head11254	SM_V7_3	13737131	13737231	+	100	731	Smp_150500	dir	2308.0		0.0	0.0	13739539.0	13759975.0	-	20436	35.06550303362684	False
head11255	SM_V7_4	13737221	13737321	+	100	746	Smp_045550	dir	2159.0		0.7154416389563085	0.0	13739480.0	13769168.0	-	29688	39.3523933348287	False
head11261	SM_V7_6	13743779	13743879	-	100	80	Smp_342090	olap	0.0	0.0822617081813	6.739747301392096	0.0	13691474.0	13808908.0	+	117434	1.751648309080116	False
head11264	SM_V7_6	13746921	13747021	+	100	753	Smp_342090	olap	0.0		1.4570839777956612	0.0	13691474.0	13808908.0	+	117434	1.751648309080116	True
head11284	SM_V7_6	13776122	13776222	+	100	609	Smp_342090	olap	0.0		1.4315553170986444	0.0	13691474.0	13808908.0	+	117434	1.751648309080116	True
head11285	SM_V7_6	13777677	13777777	-	100	3183	Smp_342090	olap	0.0		1.5333772431289585	0.0	13691474.0	13808908.0	+	117434	1.751648309080116	False
head11287	SM_V7_2	13786901	13787001	+	100	3194	Smp_125520	dir	39954.0		0.0	0.0	13826955.0	13847534.0	+	20579	3.570180107926346	True
head11291	SM_V7_2	13795720	13795820	+	100	84	Smp_125520	dir	31135.0		0.0	0.0	13826955.0	13847534.0	+	20579	3.570180107926346	True
head11306	SM_V7_4	13816632	13816732	+	100	221	Smp_146690	olap	0.0		0.0	0.0	13803880.0	13830278.0	-	26398	0.4929867385195254	False
head11312	SM_V7_ZW	13830991	13831091	-	100	89	Smp_028690	olap	0.0	-0.23667047275800002	5.0184416759893935	0.0	13815386.0	13851742.0	+	36356	10.28851270722728	False
head11313	SM_V7_6	13840509	13840609	+	100	153	Smp_203010	dir	22322.0		9.879902870866193	0.0	13862931.0	13863149.0	+	218	0.0	True
head11316	SM_V7_3	13854769	13854869	-	100	1663	Smp_066340	olap	0.0		0.680576371498967	0.0	13833008.0	13860585.0	-	27577	5.5935071872158035	True
head11325	SM_V7_1	13866755	13866855	-	100	590	Smp_123820	olap	0.0		1.362986370170932	0.0	13805908.0	13881010.0	+	75102	0.44310051923884347	False
head11327	SM_V7_3	13871833	13871933	-	100	525	Smp_066330	olap	0.0		0.27194458900565555	0.0	13860399.0	13871917.0	+	11518	22.26269417700775	False
head11329	SM_V7_5	13876417	13876517	-	100	406	Smp_146280	olap	0.0		1.4222187103383197	0.0	13805018.0	13892781.0	-	87763	5.476021613018622	True
head11331	SM_V7_7	13879503	13879603	+	100	754	Smp_125440	olap	0.0		1.6526440562754776	0.0	13876483.0	13984266.0	-	107783	1.8638945167130772	False
head11333	SM_V7_7	13885814	13885914	+	100	98	Smp_125440	olap	0.0		0.0	0.0	13876483.0	13984266.0	-	107783	1.8638945167130772	False
head11339	SM_V7_ZW	13898044	13898144	+	100	3187	Smp_028690	esq	46302.0		0.0	0.0	13815386.0	13851742.0	+	36356	10.28851270722728	True
head11340	SM_V7_3	13898581	13898681	+	100	346	Smp_344890	olap	0.0		0.0	0.0	13890059.0	13916325.0	-	26266	0.3887862636837557	False
head11346	SM_V7_3	13907011	13907111	-	100	599	Smp_344890	olap	0.0		0.3068098564629972	0.0	13890059.0	13916325.0	-	26266	0.3887862636837557	True
head11348	SM_V7_3	13912220	13912320	+	100	233	Smp_344890	olap	0.0		0.0	0.0	13890059.0	13916325.0	-	26266	0.3887862636837557	False
head11349	SM_V7_1	13911747	13911847	-	100	897	Smp_123810	esq	13155.0		0.6136197129259944	0.0	13895088.0	13898592.0	+	3504	3.2988289996748392	False
