	seqid	start	end	strand	motherlength	length	neighbor_gene	flag	distance	correlation	transcription	gene_start	gene_end	gene_strand	gene_length	gene_transcription	same_strand
head10686	SM_V7_6	12718933	12719933	+	443	1000	Smp_345060	olap	0.0	0.8007454163180647	2.3666918294611023	12714929.0	12720390.0	+	5461	1.371187077146442	True
head10688	SM_V7_3	12721948	12722948	-	793	1000	Smp_194680	olap	0.0	0.5097791147143977	2.0811474766362084	12708283.0	12733336.0	-	25053	10.574733758860813	True
head10694	SM_V7_3	12739731	12740731	+	426	1000	Smp_247260	dir	680.0		0.9584701605929631	12741411.0	12822774.0	+	81363	1.4953594499767358	True
head10707	SM_V7_3	12757433	12758433	-	149	1000	Smp_247260	olap	0.0	0.7767596450010332	1.1969978394278689	12741411.0	12822774.0	+	81363	1.4953594499767358	False
head10716	SM_V7_7	12782941	12783941	-	111	1000	Smp_134490	olap	0.0		0.28455990086636107	12754436.0	12791697.0	+	37261	0.1031798678891982	False
head10724	SM_V7_2	12792840	12793840	-	850	1000	Smp_343910	olap	0.0	0.47662512630136794	13.843429485836817	12786401.0	12805746.0	-	19345	15.629181475513175	True
head10727	SM_V7_7	12799114	12800114	-	1779	1000	Smp_134480	olap	0.0	0.4332448971381396	36.55854082266537	12799116.0	12811120.0	+	12004	15.421437014554126	False
head10733	SM_V7_1	12813414	12814414	-	279	1000	Smp_003440	dir	5522.0		0.0	12819936.0	12849870.0	+	29934	0.6462508657304024	False
head10735	SM_V7_7	12812965	12813965	-	1060	1000	Smp_134480	esq	1845.0		0.09204295693889916	12799116.0	12811120.0	+	12004	15.421437014554126	False
head10738	SM_V7_2	12823598	12824598	+	3183	1000	Smp_343910	esq	17852.0		0.0	12786401.0	12805746.0	-	19345	15.629181475513175	False
head10740	SM_V7_4	12822282	12823282	-	425	1000	Smp_329250	esq	11957.0		0.25556287385482646	12788818.0	12810325.0	+	21507	2.741226162066176	False
head10756	SM_V7_2	12846994	12847994	-	105	1000	Smp_242200	dir	4896.0		0.0	12852890.0	12892991.0	+	40101	0.309243544442554	False
head10757	SM_V7_1	12848909	12849909	-	222	1000	Smp_003440	olap	0.0	0.9711972038351362	5.79134314969048	12819936.0	12849870.0	+	29934	0.6462508657304024	False
head10761	SM_V7_5	12866675	12867675	-	1005	1000	Smp_345480	olap	0.0		0.4433676687021163	12857729.0	12880844.0	-	23115	0.4366332072948732	True
head10769	SM_V7_1	12876765	12877765	+	380	1000	Smp_003440	esq	26895.0		0.0	12819936.0	12849870.0	+	29934	0.6462508657304024	True
head10773	SM_V7_2	12880370	12881370	-	358	1000	Smp_242200	olap	0.0	0.2525987017343387	1.8102686024229822	12852890.0	12892991.0	+	40101	0.309243544442554	False
head10774	SM_V7_4	12886257	12887257	-	1349	1000	Smp_038630	dir	3151.0		0.042152678265257114	12890408.0	12893210.0	+	2802	47.879203813963784	False
head10779	SM_V7_ZW	12899220	12900220	+	783	1000	Smp_169580	olap	0.0	0.5699706418092854	6.552884962853113	12896238.0	12907938.0	-	11700	12.99494915374556	False
head1078	SM_V7_U004	43681	44681	-	515	1000	Smp_328760	esq	21078.0		1.094238379188673	22026.0	22603.0	+	577	0.29381713818560595	False
head10784	SM_V7_4	12907477	12908477	+	613	1000	Smp_340730	olap	0.0	0.9218630010616984	51.64475905303332	12893258.0	12915256.0	+	21998	11.389033140646006	True
head10790	SM_V7_2	12907961	12908961	-	791	1000	Smp_242200	esq	14970.0		0.0	12852890.0	12892991.0	+	40101	0.309243544442554	False
head10793	SM_V7_2	12914265	12915265	+	336	1000	Smp_146060	dir	13715.0		0.0	12928980.0	12984610.0	+	55630	30.33005126549557	True
head10799	SM_V7_1	12933204	12934204	-	173	1000	Smp_321620	dir	9175.0		0.088556430193165	12943379.0	12967682.0	-	24303	21.840066776899423	True
head10805	SM_V7_3	12940371	12941371	-	227	1000	Smp_201940	esq	2711.0	0.9834546372867379	37.89167074574377	12937502.0	12937660.0	+	158	100.3021443407722	False
head10806	SM_V7_6	12942971	12943971	-	89	1000	Smp_331550	dir	38189.0		0.02043158912466557	12982160.0	12982755.0	-	595	10.66194134322186	True
head10807	SM_V7_7	12945757	12946757	+	357	1000	Smp_134470	olap	0.0	0.5547194326799295	0.7956718564924843	12860030.0	12948472.0	-	88442	4.281332723313109	False
head10813	SM_V7_3	12949027	12950027	-	3187	1000	Smp_201940	esq	11367.0		0.21076339132628555	12937502.0	12937660.0	+	158	100.3021443407722	False
head1082	SM_V7_ZWU004	46396	47396	+	317	1000	Smp_316450	olap	0.0		0.0	42467.0	55982.0	-	13515	0.19742865228948422	False
head1083	SM_V7_5H010	42117	43117	-	3184	1000	Smp_331040	olap	0.0		0.26054509113645447	21306.0	56925.0	+	35619	0.2932466065929606	False
head10838	SM_V7_7	12991059	12992059	+	513	1000	Smp_203330	esq	16080.0		1.3298880223606866	12974722.0	12974979.0	-	257	1.0855775034065633	False
head10842	SM_V7_3	12995487	12996487	+	413	1000	Smp_201940	esq	57827.0	-0.2548615393751296	11.917037074788883	12937502.0	12937660.0	+	158	100.3021443407722	True
head10843	SM_V7_3	12995799	12996799	+	197	1000	Smp_201940	esq	58139.0	-0.05886489662507545	1.6279259686614824	12937502.0	12937660.0	+	158	100.3021443407722	True
head1086	SM_V7_5H010	45973	46973	-	61	1000	Smp_331040	olap	0.0		0.0	21306.0	56925.0	+	35619	0.2932466065929606	False
head10860	SM_V7_3	13009004	13010004	-	453	1000	Smp_201940	esq	71344.0		4.277325404573672	12937502.0	12937660.0	+	158	100.3021443407722	False
head10868	SM_V7_4	13021249	13022249	-	166	1000	Smp_343590	dir	6301.0		0.0	13028550.0	13048804.0	-	20254	1.9556035778627943	True
head10871	SM_V7_1	13029613	13030613	+	239	1000	Smp_337440	olap	0.0	-0.2357149750208432	2.7130594941897477	13001826.0	13136220.0	+	134394	18.502366941822007	True
head10876	SM_V7_6	13040630	13041630	+	3183	1000	Smp_331560	dir	4184.0		0.9815115122950623	13045814.0	13050666.0	-	4852	0.2103455449692797	False
head10881	SM_V7_3	13041638	13042638	-	331	1000	Smp_201940	esq	103978.0		0.5945494065000173	12937502.0	12937660.0	+	158	100.3021443407722	False
head10886	SM_V7_2	13047282	13048282	-	258	1000	Smp_208000	olap	0.0	0.5077312839895979	4.4652340446877545	13045820.0	13088036.0	-	42216	2.261817428515246	True
head10897	SM_V7_7	13057835	13058835	+	563	1000	Smp_166660	olap	0.0	0.2614625129242426	0.9516942889099224	13041886.0	13060741.0	+	18855	1.4094194381026797	True
head10898	SM_V7_6	13059391	13060391	+	290	1000	Smp_156780	dir	310.0		0.2341603440652879	13060701.0	13072599.0	-	11898	0.6293575967631928	False
head1091	SM_V7_5H005	46166	47166	-	628	1000	Smp_328820	olap	0.0		0.0	45816.0	71222.0	-	25406	0.1027232094683846	True
head10915	SM_V7_1	13085276	13086276	-	3183	1000	Smp_337440	olap	0.0	-0.3669693824626501	1.8218839607695965	13001826.0	13136220.0	+	134394	18.502366941822007	False
head1092	SM_V7_W019	43783	44783	-	3082	1000	Smp_045040	esq	165.0	0.337096486076336	2.0747770243101704	31806.0	43618.0	+	11812	10.907939023083426	False
head10920	SM_V7_3	13098302	13099302	-	293	1000	Smp_052870	dir	151652.0		1.104847745901257	13250954.0	13261930.0	-	10976	29.23535484241695	True
head10925	SM_V7_2	13109670	13110670	+	410	1000	Smp_146100	olap	0.0	0.8608478630282053	33.35475875926119	13101570.0	13140423.0	+	38853	8.331182111719563	True
head10931	SM_V7_4	13133232	13134232	+	494	1000	Smp_038680	esq	9880.0	0.967614657558222	1.9285698281285921	13116578.0	13123352.0	+	6774	37.50824274151828	True
head10944	SM_V7_4	13157065	13158065	-	383	1000	Smp_143190	olap	0.0		0.1762940240376768	13144718.0	13166632.0	+	21914	0.5195644083537495	False
head10948	SM_V7_4	13172111	13173111	+	2360	1000	Smp_143190	esq	5479.0		0.0	13144718.0	13166632.0	+	21914	0.5195644083537495	True
head1095	SM_V7_5H007	48514	49514	+	205	1000	Smp_328880	esq	28271.0		0.0	15856.0	20243.0	+	4387	0.027911227479149266	True
head10954	SM_V7_ZW	13178787	13179787	-	351	1000	Smp_164880	olap	0.0	0.21865890621251013	4.176771517806656	13166040.0	13259167.0	+	93127	9.019371173973418	False
head10969	SM_V7_1	13218338	13219338	-	866	1000	Smp_003340	olap	0.0	0.9763890648099762	39.81838609998039	13200227.0	13232383.0	+	32156	9.025500726655707	False
head1097	SM_V7_5H012	48757	49757	+	245	1000	Smp_318610	esq	12955.0		0.0	35349.0	35802.0	-	453	0.3608227659985089	False
head10973	SM_V7_6	13235921	13236921	+	65	1000	Smp_334780	olap	0.0		0.088556430193165	13208412.0	13283269.0	-	74857	0.637554959860249	False
head10974	SM_V7_6	13241379	13242379	-	63	1000	Smp_334780	olap	0.0		0.25694828305551337	13208412.0	13283269.0	-	74857	0.637554959860249	True
head10985	SM_V7_7	13270102	13271102	+	946	1000	Smp_337820	olap	0.0		0.0	13263795.0	13272392.0	+	8597	0.05214735463453398	True
head10989	SM_V7_6	13276523	13277523	-	377	1000	Smp_334780	olap	0.0	0.4790028663577181	1.7671618497635937	13208412.0	13283269.0	-	74857	0.637554959860249	True
head1099	SM_V7_W011	47372	48372	-	223	1000	Smp_308070	dir	10435.0		0.0	58807.0	62862.0	-	4055	0.0	True
head10993	SM_V7_1	13290134	13291134	+	515	1000	Smp_123920	olap	0.0		1.0605838971220567	13281561.0	13291943.0	-	10382	0.48454005757733676	False
head10995	SM_V7_1	13294897	13295897	-	1410	1000	Smp_003300	dir	1530.0		0.12847414152775669	13297427.0	13308075.0	+	10648	0.0108706695242046	False
head10997	SM_V7_4	13301302	13302302	+	225	1000	Smp_334090	esq	15202.0	-0.14876808334941005	2.1929691703546403	13244976.0	13286100.0	-	41124	163.4493681382633	False
head1100	SM_V7_2H011	44439	45439	-	3177	1000	Smp_334870	olap	0.0		0.0	33978.0	44842.0	-	10864	0.37119423818399616	True
head11009	SM_V7_4	13326650	13327650	+	200	1000	Smp_334090	esq	40550.0	-0.22017217335773828	1.2141413083228447	13244976.0	13286100.0	-	41124	163.4493681382633	False
head11010	SM_V7_6	13326901	13327901	+	391	1000	Smp_334780	esq	43632.0		0.11586704789242765	13208412.0	13283269.0	-	74857	0.637554959860249	False
head11011	SM_V7_4	13325700	13326700	-	340	1000	Smp_334090	esq	39600.0		0.5788266402184091	13244976.0	13286100.0	-	41124	163.4493681382633	True
head11015	SM_V7_4	13335465	13336465	+	474	1000	Smp_334090	esq	49365.0	-0.05175433229284617	3.9329586271572645	13244976.0	13286100.0	-	41124	163.4493681382633	False
head11022	SM_V7_4	13343951	13344951	-	355	1000	Smp_334090	esq	57851.0	-0.11104508186264354	8.659343693847326	13244976.0	13286100.0	-	41124	163.4493681382633	True
head11024	SM_V7_5	13346539	13347539	+	147	1000	Smp_043650	dir	8413.0		0.26136392748510767	13355952.0	13376189.0	+	20237	4.010732166486216	True
head11025	SM_V7_1	13345396	13346396	-	383	1000	Smp_003280	olap	0.0		0.29164089493115003	13340834.0	13392010.0	+	51176	0.32654747047275573	False
head1103	SM_V7_U003	47278	48278	-	594	1000	Smp_331960	olap	0.0		0.19387092193770505	43924.0	57912.0	-	13988	0.6795036177572588	True
head11031	SM_V7_6	13355348	13356348	+	545	1000	Smp_334790	dir	42820.0		0.38129434379578026	13399168.0	13429789.0	-	30621	0.6069901325058941	False
head11034	SM_V7_4	13356129	13357129	-	118	1000	Smp_168520	dir	47770.0	0.5324218125216973	1.0890488396655105	13404899.0	13459780.0	-	54881	13.121821850008923	True
head11036	SM_V7_6	13363590	13364590	+	925	1000	Smp_334790	dir	34578.0		0.0	13399168.0	13429789.0	-	30621	0.6069901325058941	False
head11044	SM_V7_6	13375190	13376190	-	61	1000	Smp_334790	dir	22978.0		0.45399703021126664	13399168.0	13429789.0	-	30621	0.6069901325058941	True
head11045	SM_V7_3	13377088	13378088	+	702	1000	Smp_052890	olap	0.0	0.496597573842733	17.03166656233353	13362494.0	13380432.0	+	17938	8.419250327247047	True
head11046	SM_V7_6	13379176	13380176	-	120	1000	Smp_334790	dir	18992.0		0.1769258595587736	13399168.0	13429789.0	-	30621	0.6069901325058941	True
head11048	SM_V7_4	13382823	13383823	+	620	1000	Smp_168520	dir	21076.0	0.13488488384636593	7.524623914919645	13404899.0	13459780.0	-	54881	13.121821850008923	False
head11049	SM_V7_5	13384046	13385046	+	211	1000	Smp_043650	esq	7857.0		0.05366544084066698	13355952.0	13376189.0	+	20237	4.010732166486216	True
head11058	SM_V7_1	13394791	13395791	-	3186	1000	Smp_003280	esq	2781.0		0.0	13340834.0	13392010.0	+	51176	0.32654747047275573	False
head11065	SM_V7_4	13406714	13407714	-	167	1000	Smp_168520	olap	0.0	0.08590299624716362	1.402942594799039	13404899.0	13459780.0	-	54881	13.121821850008923	True
head11071	SM_V7_5	13417865	13418865	+	191	1000	Smp_145680	dir	4506.0		0.3104767447549669	13423371.0	13476118.0	-	52747	12.976984819482032	False
head11077	SM_V7_ZW	13435890	13436890	+	3191	1000	Smp_336830	olap	0.0	-0.30523283926815004	1.0049678414463672	13423709.0	13463891.0	-	40182	2.0034877952883745	False
head1108	SM_V7_ZWH004	49701	50701	+	514	1000	Smp_329890	olap	0.0		0.0	49706.0	53289.0	+	3583	0.0	True
head11088	SM_V7_7	13455213	13456213	-	1184	1000	Smp_166730	dir	17520.0		0.0	13473733.0	13476007.0	+	2274	0.0	False
head11094	SM_V7_7	13466155	13467155	+	658	1000	Smp_166730	dir	6578.0		0.0	13473733.0	13476007.0	+	2274	0.0	True
head11098	SM_V7_2	13475577	13476577	-	3183	1000	Smp_125490	olap	0.0		0.12847414152775669	13463305.0	13555091.0	+	91786	0.5053136945671229	False
head1110	SM_V7_7H001	50213	51213	+	551	1000	Smp_307590	olap	0.0		0.0	1135.0	74222.0	-	73087	0.6323089981440202	False
head11109	SM_V7_3	13499184	13500184	+	160	1000	Smp_247230	olap	0.0	0.4711584966738506	3.6165386642792123	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11113	SM_V7_7	13502176	13503176	+	149	1000	Smp_337810	dir	23991.0		0.05366544084066698	13527167.0	13530299.0	+	3132	0.0195919448571518	True
head11114	SM_V7_1	13506372	13507372	+	711	1000	Smp_003230	esq	30227.0		0.09873862279619641	13459447.0	13476145.0	+	16698	3.5785566795466655	True
head11116	SM_V7_2	13506383	13507383	-	202	1000	Smp_125490	olap	0.0		0.05366544084066698	13463305.0	13555091.0	+	91786	0.5053136945671229	False
head11119	SM_V7_6	13508396	13509396	-	377	1000	Smp_005330	dir	20528.0		0.06136197129259944	13529924.0	13554802.0	+	24878	10.390770702226627	False
head11121	SM_V7_5	13520438	13521438	+	273	1000	Smp_043610	olap	0.0	0.18071263659439746	9.786270395052982	13517876.0	13536771.0	-	18895	26.359313254599584	False
head11122	SM_V7_1	13520904	13521904	+	377	1000	Smp_123860	dir	23254.0		0.06423707076387834	13545158.0	13583304.0	-	38146	0.35124445488742495	False
head11127	SM_V7_1	13526167	13527167	-	193	1000	Smp_123860	dir	17991.0		0.18983611282035612	13545158.0	13583304.0	-	38146	0.35124445488742495	True
head11133	SM_V7_6	13541556	13542556	-	3183	1000	Smp_005330	olap	0.0	0.7110966186219592	22.464117635087483	13529924.0	13554802.0	+	24878	10.390770702226627	False
head11135	SM_V7_3	13546938	13547938	+	324	1000	Smp_247230	esq	22228.0		0.8010074347319154	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11144	SM_V7_3	13565354	13566354	+	313	1000	Smp_247230	esq	40644.0		0.5748231320205966	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11145	SM_V7_7	13567577	13568577	+	658	1000	Smp_166740	olap	0.0		0.0	13556516.0	13568582.0	+	12066	0.1269232028695586	True
head11155	SM_V7_3	13580480	13581480	+	220	1000	Smp_247230	esq	55770.0		0.364743380409211	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11157	SM_V7_3	13591047	13592047	-	500	1000	Smp_247230	esq	66337.0		0.03068098564629972	13435788.0	13524710.0	-	88922	11.21212680256119	True
head11159	SM_V7_6	13595885	13596885	+	462	1000	Smp_342100	dir	20.0		0.9861183307447969	13596905.0	13608930.0	-	12025	3.3559086129680056	False
head1116	SM_V7_5H004	50547	51547	+	208	1000					0.0						False
head11160	SM_V7_3	13596704	13597704	+	457	1000	Smp_247230	esq	71994.0		0.12272394258519888	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11162	SM_V7_4	13603175	13604175	+	3186	1000	Smp_211060	olap	0.0	0.4841290447482052	1.1464320714363667	13567002.0	13605690.0	-	38688	2.444754038231597	False
head11166	SM_V7_4	13607906	13608906	-	193	1000	Smp_211050	olap	0.0	0.495840721042885	24.697642950126898	13607078.0	13632530.0	-	25452	13.520608815100639	True
head11172	SM_V7_3	13612265	13613265	+	1154	1000	Smp_247230	esq	87555.0		0.12947768784184469	13435788.0	13524710.0	-	88922	11.21212680256119	False
head11175	SM_V7_7	13613984	13614984	-	616	1000	Smp_318370	esq	36696.0		0.0	13573433.0	13577288.0	+	3855	0.015917502280829946	False
head11179	SM_V7_1	13622481	13623481	+	1102	1000	Smp_123850	esq	7699.0		0.5431971809294946	13601754.0	13614782.0	-	13028	0.019589323790473782	False
head1118	SM_V7_4	51011	52011	+	412	1000	Smp_317460	dir	1685.0		0.0	53696.0	67461.0	-	13765	0.025168354732459035	False
head11188	SM_V7_3	13637773	13638773	-	638	1000	Smp_150500	dir	100766.0		0.16358712083453003	13739539.0	13759975.0	-	20436	35.06550303362684	True
head11190	SM_V7_3	13640988	13641988	-	263	1000	Smp_150500	dir	97551.0		0.16358712083453003	13739539.0	13759975.0	-	20436	35.06550303362684	True
head11194	SM_V7_3	13649974	13650974	+	202	1000	Smp_150500	dir	88565.0		0.3065324688288261	13739539.0	13759975.0	-	20436	35.06550303362684	False
head11201	SM_V7_3	13659373	13660373	-	209	1000	Smp_150500	dir	79166.0		0.03068098564629972	13739539.0	13759975.0	-	20436	35.06550303362684	True
head11207	SM_V7_5	13665445	13666445	+	501	1000	Smp_043570	olap	0.0	0.0686660402973487	1.4199579198232342	13640178.0	13682731.0	-	42553	2.3029794710320397	False
head11210	SM_V7_2	13672535	13673535	-	807	1000	Smp_125510	olap	0.0	0.1244359825798706	1.0852964405831784	13658168.0	13741142.0	-	82974	1.6441401903134558	True
head11213	SM_V7_3	13676258	13677258	-	554	1000	Smp_150500	dir	62281.0		0.06136197129259944	13739539.0	13759975.0	-	20436	35.06550303362684	True
head11218	SM_V7_3	13683148	13684148	+	217	1000	Smp_150500	dir	55391.0	-0.5678703260263606	0.39241909055215235	13739539.0	13759975.0	-	20436	35.06550303362684	False
head11220	SM_V7_3	13687805	13688805	+	589	1000	Smp_150500	dir	50734.0	0.6239241087056095	1.1045303156878254	13739539.0	13759975.0	-	20436	35.06550303362684	False
head11224	SM_V7_3	13694330	13695330	-	1255	1000	Smp_150500	dir	44209.0		0.7509542877630636	13739539.0	13759975.0	-	20436	35.06550303362684	True
head11230	SM_V7_3	13702474	13703474	+	236	1000	Smp_150500	dir	36065.0		0.5417024522860475	13739539.0	13759975.0	-	20436	35.06550303362684	False
head11234	SM_V7_4	13702017	13703017	-	559	1000	Smp_329260	esq	6001.0		1.0119859526137045	13689524.0	13696016.0	+	6492	0.05798666343464611	False
head1124	SM_V7_1H003	54071	55071	+	2753	1000	Smp_331090	olap	0.0		0.0	24883.0	56802.0	-	31919	0.7123172178387736	False
head11246	SM_V7_5	13723464	13724464	-	629	1000	Smp_044750	olap	0.0	0.7658485944292768	0.5822367756525431	13694045.0	13753717.0	+	59672	9.350402588015658	False
head11251	SM_V7_2	13734683	13735683	+	208	1000	Smp_125510	olap	0.0		0.2025829777317962	13658168.0	13741142.0	-	82974	1.6441401903134558	False
head11253	SM_V7_2	13736153	13737153	+	159	1000	Smp_125510	olap	0.0	-0.18789542697271686	0.7142620647709145	13658168.0	13741142.0	-	82974	1.6441401903134558	False
head11254	SM_V7_3	13737131	13738131	+	731	1000	Smp_150500	dir	1408.0		0.14654803353872736	13739539.0	13759975.0	-	20436	35.06550303362684	False
head11255	SM_V7_4	13737221	13738221	+	746	1000	Smp_045550	dir	1259.0		0.5620953426836526	13739480.0	13769168.0	-	29688	39.3523933348287	False
head11261	SM_V7_6	13742879	13743879	-	80	1000	Smp_342090	olap	0.0	0.6192173901161943	1.3980585991507415	13691474.0	13808908.0	+	117434	1.751648309080116	False
head11264	SM_V7_6	13746921	13747921	+	753	1000	Smp_342090	olap	0.0		0.38594541464913035	13691474.0	13808908.0	+	117434	1.751648309080116	True
head11284	SM_V7_6	13776122	13777122	+	609	1000	Smp_342090	olap	0.0	0.5096385954985456	1.1275352299516268	13691474.0	13808908.0	+	117434	1.751648309080116	True
head11285	SM_V7_6	13776777	13777777	-	3183	1000	Smp_342090	olap	0.0	0.2679397669449467	1.3284352331151643	13691474.0	13808908.0	+	117434	1.751648309080116	False
head11287	SM_V7_2	13786901	13787901	+	3194	1000	Smp_125520	dir	39054.0		0.0	13826955.0	13847534.0	+	20579	3.570180107926346	True
head11291	SM_V7_2	13795720	13796720	+	84	1000	Smp_125520	dir	30235.0		0.02043158912466557	13826955.0	13847534.0	+	20579	3.570180107926346	True
head11306	SM_V7_4	13816632	13817632	+	221	1000	Smp_146690	olap	0.0	0.48353170724238	0.5152978191730238	13803880.0	13830278.0	-	26398	0.4929867385195254	False
head11312	SM_V7_ZW	13830091	13831091	-	89	1000	Smp_028690	olap	0.0	0.8352100429418059	18.31662489398377	13815386.0	13851742.0	+	36356	10.28851270722728	False
head11313	SM_V7_6	13840509	13841509	+	153	1000	Smp_203010	dir	21422.0		4.490405467152744	13862931.0	13863149.0	+	218	0.0	True
head11316	SM_V7_3	13853869	13854869	-	1663	1000	Smp_066340	olap	0.0		0.35409988489521466	13833008.0	13860585.0	-	27577	5.5935071872158035	True
head11325	SM_V7_1	13865855	13866855	-	590	1000	Smp_123820	olap	0.0	0.5319970905847964	1.3095285888041897	13805908.0	13881010.0	+	75102	0.44310051923884347	False
